Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
ChatGPT-o3,6,ChatGPT-o3_run6.json,CollectionPoint,validateLocation,+ validateLocation () : ValidationResult,True,20,validate location data,Validate location details,0.8660100102424622
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendAccountDeactivation,+ sendAccountDeactivation (user : UserProfile),True,15,notify account deactivation,Send account deactivation confirmation email,0.7558773756027222
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendCancellationConfirmation,"+ sendCancellationConfirmation (user : UserProfile, request : ServiceRequest)",True,12,confirm cancellation,Confirm cancellation (notification),0.7308868169784546
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendPasswordReset,"+ sendPasswordReset (user : UserProfile, token : String)",True,3,send reset link,Send password reset link email,0.823675274848938
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendPasswordResetConfirm,+ sendPasswordResetConfirm (user : UserProfile),True,3,confirm password reset,Send password reset link email,0.7330728769302368
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),True,1,send registration success,Confirm successful registration,0.7735942006111145
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendRequestAccepted,"+ sendRequestAccepted (user : UserProfile, request : ServiceRequest)",True,8,notify request accepted,Notify user of request acceptance,0.735523521900177
ChatGPT-o3,6,ChatGPT-o3_run6.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),True,1,send email verification,Send verification email,0.7382535934448242
ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,publishListing,+ publishListing (),True,5,publish listing,Update product listing,0.3986586928367615
ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,updateListing,+ updateListing (details : Map),True,13,update listing,Update product listing,0.7931937575340271
ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,validateListing,+ validateListing () : ValidationResult,True,5,validate listing,Validate listing updates,0.7678491473197937
ChatGPT-o3,6,ChatGPT-o3_run6.json,Product,validateUpdate,+ validateUpdate () : ValidationResult,True,13,validate updated listing,Validate listing updates,0.8577048182487488
ChatGPT-o3,6,ChatGPT-o3_run6.json,RoleManager,assignRole,"+ assignRole (target : UserProfile, newRole : UserRole)",True,21,assign role,Assign role,0.7684577703475952
ChatGPT-o3,6,ChatGPT-o3_run6.json,RoleManager,validateRoleChange,"+ validateRoleChange (target : UserProfile, newRole : UserRole) : ValidationResult",True,21,validate role change,Validate role transition,0.7756438255310059
ChatGPT-o3,6,ChatGPT-o3_run6.json,SearchFilter,filter,+ filter (products : Product[]) : Product[],True,14,filter products,List product,0.31174859404563904
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,checkAvailability,+ checkAvailability (request : ServiceRequest) : Boolean,True,8,verify capacity/vehicle,Check vehicle availability,0.7180697321891785
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,dispatchVehicle,+ dispatchVehicle (request : CollectionRequest),True,8,dispatch for collection,Dispatch collection vehicle,0.826859176158905
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,executeTransport,+ executeTransport (request : TransportRequest),True,9,perform transport,Perform transport drop-off,0.6645547151565552
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceProvider,updateProfile,+ updateProfile (details : Map),True,19,update provider profile,Update service provider profile by admin,0.7649654150009155
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,accept,"+ accept (provider : ServiceProvider, time : TimeRange)",True,8,accept request,Accept transport request,0.6938487887382507
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,assignToProvider,+ assignToProvider (provider : ServiceProvider),True,6,assign provider,Update service provider details,0.5251197814941406
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,cancel,+ cancel (requester : UserProfile),True,12,cancel request,Confirm cancellation (notification),0.7073354125022888
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,getStatus,+ getStatus () : RequestStatus,True,11,get current status,Get service request status,0.6610026955604553
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,markCollected,+ markCollected (),True,8,mark collected,Update request status to collected,0.5264264345169067
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,markCompleted,+ markCompleted (),True,9,mark completed,Update request status to completed,0.5525779128074646
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,schedule,+ schedule (time : TimeRange),True,6,schedule request,Schedule collection service,0.5901931524276733
ChatGPT-o3,6,ChatGPT-o3_run6.json,ServiceRequest,submit,+ submit (requester : UserProfile),True,6,submit service request,Submit service request,0.8549594879150391
ChatGPT-o3,6,ChatGPT-o3_run6.json,TransportRequest,planRoute,+ planRoute (routePlan : RoutePlan),True,9,set route plan,Plan route,0.7466230392456055
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserAccount,activateAccount,+ activateAccount (),True,1,activate account,Activate account,0.80959552526474
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,soft-deactivate account,Deactivate account,0.7965011596679688
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserAccount,registerUnverified,"+ registerUnverified (profile : UserProfile, credentials : UserCredentials) : UserAccount",True,1,create unverified account,Create an unverified user account,0.8671208024024963
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (expiry : Date) : String,True,3,generate reset token,Generate and store password reset token,0.9259995818138123
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,recordLogin,+ recordLogin (loginTime : Date),True,2,record login time,Record login timestamp,0.7771943211555481
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String),True,3,reset password,Send password reset link email,0.5893353223800659
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength () : ValidationResult,True,1,validate password strength,Validate password strength,0.8686991930007935
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserCredentials,verifyPassword,+ verifyPassword (inputPassword : String) : Boolean,True,2,verify password,Validate password strength,0.5887739658355713
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,applyProfileChanges,+ applyProfileChanges (details : Map),True,4,apply profile changes,Update user profile,0.5708562731742859
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,validateEmailFormat,+ validateEmailFormat () : ValidationResult,True,1,validate email format,Validate email format,0.8701984286308289
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,validateProfileData,+ validateProfileData () : ValidationResult,True,4,validate profile update,Validate profile updated data,0.8945797681808472
ChatGPT-o3,6,ChatGPT-o3_run6.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,mark email as verified,Verify email,0.7269426584243774
ChatGPT-o3,6,ChatGPT-o3_run6.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,True,10,retrieve journey status,Get waste journey status,0.8053275346755981
ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionPoint,deactivate,+ deactivate (),True,20,deactivate collection point,Create collection point,0.5259906053543091
ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionPoint,updateDetails,+ updateDetails (updated : Map) : ValidationResult,True,20,edit location info,Edit location,0.7330833077430725
ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionPoint,validateLocation,+ validateLocation () : ValidationResult,True,20,validate address & hours,Validate location details,0.7996275424957275
ChatGPT-o3,7,ChatGPT-o3_run7.json,CollectionRequest,markCollected,+ markCollected (),True,8,update status when waste collected,Update request status to collected,0.5359112024307251
ChatGPT-o3,7,ChatGPT-o3_run7.json,Coordinates,distanceTo,+ distanceTo (other : Coordinates) : Float,True,14,compute distance between two points,Get collection point location details,0.25318947434425354
ChatGPT-o3,7,ChatGPT-o3_run7.json,NotificationService,sendAccountDeactivation,+ sendAccountDeactivation (user : UserProfile),True,15,confirm account deactivation,Send account deactivation confirmation email,0.7586759328842163
ChatGPT-o3,7,ChatGPT-o3_run7.json,NotificationService,sendPasswordResetConfirmation,+ sendPasswordResetConfirmation (user : UserProfile),True,3,confirm password reset,Notify user of password reset confirmation,0.7639700174331665
ChatGPT-o3,7,ChatGPT-o3_run7.json,NotificationService,sendPasswordResetLink,"+ sendPasswordResetLink (user : UserProfile, link : String)",True,3,password reset email,Send password reset link email,0.9012496471405029
ChatGPT-o3,7,ChatGPT-o3_run7.json,NotificationService,sendRegistrationSuccess,+ sendRegistrationSuccess (user : UserProfile),True,1,confirm successful registration,Confirm successful registration,0.7560316324234009
ChatGPT-o3,7,ChatGPT-o3_run7.json,NotificationService,sendRequestAccepted,"+ sendRequestAccepted (user : UserProfile, request : ServiceRequest)",True,8,notify request acceptance,Notify user of request acceptance,0.7610512375831604
ChatGPT-o3,7,ChatGPT-o3_run7.json,NotificationService,sendVerificationEmail,"+ sendVerificationEmail (user : UserProfile, link : String)",True,1,email verification link,Send verification email,0.6856734752655029
ChatGPT-o3,7,ChatGPT-o3_run7.json,Product,publish,+ publish (),True,5,set listingStatus to PUBLISHED,Update product listing,0.40647199749946594
ChatGPT-o3,7,ChatGPT-o3_run7.json,Product,updateListing,+ updateListing (updatedData : Map) : ValidationResult,True,13,modify product details,Update product listing,0.7783806324005127
ChatGPT-o3,7,ChatGPT-o3_run7.json,Product,validateListing,+ validateListing () : ValidationResult,True,5,ensure product data integrity,Validate product listing details,0.7404952645301819
ChatGPT-o3,7,ChatGPT-o3_run7.json,RoleManager,approveServiceProvider,+ approveServiceProvider (provider : ServiceProvider),True,18,activate provider profile,Approve service provider profile,0.7963536977767944
ChatGPT-o3,7,ChatGPT-o3_run7.json,RoleManager,deactivateServiceProvider,+ deactivateServiceProvider (provider : ServiceProvider),True,18,deactivate provider profile,Deactivate service provider profile,0.8092306852340698
ChatGPT-o3,7,ChatGPT-o3_run7.json,RoleManager,setUserRole,"+ setUserRole (account : UserAccount, newRole : UserRole) : ValidationResult",True,21,assign / update user role,Assign role,0.7636535167694092
ChatGPT-o3,7,ChatGPT-o3_run7.json,SearchFilter,apply,+ apply (products : Product) : Product,True,14,filter products by criteria,List product,0.23416486382484436
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceProvider,acceptCollectionRequest,"+ acceptCollectionRequest (request : CollectionRequest, scheduledTime : TimeRange)",True,8,accept & schedule collection,Accept collection request,0.7745674848556519
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceProvider,acceptTransportRequest,"+ acceptTransportRequest (request : TransportRequest, scheduledTime : TimeRange)",True,9,accept & schedule transport,Accept transport request,0.7740023136138916
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceProvider,checkAvailability,"+ checkAvailability (request : ServiceRequest, timeSlot : TimeRange) : Boolean",True,8,verify capacity for given slot,Check provider availability for collection,0.48385193943977356
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceProvider,updateProfile,+ updateProfile (updateData : Map) : ValidationResult,True,19,update provider profile data,Update user profile,0.7690040469169617
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceRequest,accept,"+ accept (provider : ServiceProvider, scheduled : TimeRange)",True,8,accept request & schedule,Notify user of request acceptance,0.6373095512390137
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceRequest,assignProvider,+ assignProvider (provider : ServiceProvider),True,6,set handling provider,Notify provider of status change,0.5135176181793213
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceRequest,cancel,"+ cancel (requester : UserProfile, reason : String)",True,12,cancel pending request,Cancel service request,0.6717942953109741
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceRequest,markCompleted,+ markCompleted (),True,8,mark request status COMPLETED,Update request status to completed,0.787824809551239
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceRequest,reject,+ reject (reason : String),True,8,decline request,Accept collection request,0.5182775855064392
ChatGPT-o3,7,ChatGPT-o3_run7.json,ServiceRequest,schedule,+ schedule (time : TimeRange),True,6,set scheduled time & status,Finalize collection schedule,0.5118626952171326
ChatGPT-o3,7,ChatGPT-o3_run7.json,TransportRequest,markDelivered,+ markDelivered (),True,9,mark transport completed,Accept transport request,0.5640081167221069
ChatGPT-o3,7,ChatGPT-o3_run7.json,TransportRequest,planRoute,+ planRoute (plan : RoutePlan),True,9,assign route plan,Plan route,0.7062716484069824
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserAccount,authenticate,+ authenticate (password : String) : Boolean,True,2,verify credentials & role access,Validate credentials,0.582306444644928
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,soft-deactivate user account,Deactivate account,0.7669367790222168
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserAccount,initiatePasswordReset,+ initiatePasswordReset (),True,3,generate reset token & timestamp,Generate and store password reset token,0.7967191934585571
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserAccount,lockAccount,+ lockAccount (reason : String),True,2,lock after max failed attempts,Deactivate account,0.32083049416542053
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserAccount,register,"+ register (profile : UserProfile, credentials : UserCredentials) : ValidationResult",True,1,create account with unverified email,Create an unverified user account,0.764089822769165
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserAccount,verifyEmail,+ verifyEmail (verificationCode : String) : ValidationResult,True,1,mark email verified & activate,Verify email,0.671278715133667
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserCredentials,authenticate,+ authenticate (password : String) : Boolean,True,2,verify password hash,Validate credentials,0.6108216047286987
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserCredentials,incrementFailedLogin,+ incrementFailedLogin (),True,2,track failed attempts,Record login timestamp,0.4335063695907593
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserCredentials,recordSuccessfulLogin,+ recordSuccessfulLogin (date : Date),True,2,timestamp successful login,Record login timestamp,0.767704963684082
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",True,3,change password via valid token,Update password using reset token,0.8441733121871948
ChatGPT-o3,7,ChatGPT-o3_run7.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,True,1,enforce password policy,Validate password strength,0.7466503381729126
